epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,2371.18,0.51877,0.33366,0.8417,0.98939,0.98244,0.98987,0.89381,0.49736,0.29681,0.82378,0.00018473,0.00018473,0.00018473
62,2410.26,0.51444,0.33323,0.84331,0.98633,0.98462,0.9902,0.89773,0.48674,0.29437,0.82468,0.000180226,0.000180226,0.000180226
63,2449.54,0.5109,0.33308,0.84315,0.98668,0.98172,0.98714,0.8903,0.50107,0.30304,0.82712,0.000175721,0.000175721,0.000175721
64,2488.7,0.51165,0.33186,0.84385,0.97972,0.98018,0.98847,0.89156,0.49991,0.30458,0.82434,0.000171217,0.000171217,0.000171217
65,2527.7,0.50764,0.32695,0.8431,0.9824,0.97702,0.98907,0.89381,0.49961,0.30661,0.82523,0.000166712,0.000166712,0.000166712
66,2566.78,0.50807,0.32886,0.84279,0.98748,0.97982,0.98907,0.89326,0.49206,0.30208,0.82464,0.000162207,0.000162207,0.000162207
67,2605.83,0.50932,0.32724,0.84579,0.98382,0.9838,0.98928,0.89677,0.49018,0.29301,0.82659,0.000157703,0.000157703,0.000157703
68,2644.93,0.49631,0.32386,0.84106,0.98728,0.98361,0.99017,0.90044,0.48829,0.28977,0.82383,0.000153198,0.000153198,0.000153198
69,2684.26,0.49686,0.31904,0.83963,0.98606,0.97939,0.98934,0.89436,0.49525,0.2945,0.82593,0.000148694,0.000148694,0.000148694
70,2723.41,0.50412,0.3212,0.84349,0.98543,0.9778,0.98858,0.89621,0.491,0.29626,0.82578,0.00014419,0.00014419,0.00014419
71,2762.57,0.48942,0.3121,0.83987,0.988,0.97929,0.99002,0.90266,0.48387,0.28862,0.82236,0.000139685,0.000139685,0.000139685
72,2801.8,0.4894,0.31551,0.83524,0.98656,0.98108,0.98948,0.89866,0.48835,0.29147,0.82176,0.000135181,0.000135181,0.000135181
73,2840.91,0.4872,0.30696,0.83695,0.98679,0.98192,0.98904,0.90119,0.48702,0.28602,0.82267,0.000130676,0.000130676,0.000130676
74,2880.54,0.49261,0.31782,0.84132,0.98567,0.97798,0.99027,0.90528,0.47971,0.28664,0.82202,0.000126172,0.000126172,0.000126172
75,2919.95,0.48934,0.3122,0.84015,0.98686,0.97747,0.99009,0.90289,0.48224,0.29136,0.82322,0.000121667,0.000121667,0.000121667
76,2959.05,0.47664,0.30804,0.83612,0.98681,0.98046,0.99068,0.90424,0.48402,0.28415,0.82272,0.000117163,0.000117163,0.000117163
77,2998.12,0.47853,0.3044,0.83475,0.98522,0.98685,0.99199,0.90636,0.48214,0.27281,0.82135,0.000112658,0.000112658,0.000112658
78,3037.36,0.47813,0.3021,0.83649,0.98518,0.98384,0.99101,0.90157,0.48657,0.2795,0.82134,0.000108154,0.000108154,0.000108154
79,3076.52,0.48194,0.30271,0.83697,0.98636,0.98474,0.99053,0.90434,0.47765,0.28211,0.82068,0.000103649,0.000103649,0.000103649
80,3115.66,0.46983,0.29594,0.83585,0.98838,0.98171,0.99061,0.90566,0.48027,0.27669,0.8208,9.91445e-05,9.91445e-05,9.91445e-05
81,3154.73,0.47063,0.30236,0.8359,0.98472,0.98193,0.99082,0.90435,0.47975,0.28499,0.82118,9.464e-05,9.464e-05,9.464e-05
82,3193.87,0.46113,0.29829,0.83084,0.98756,0.98128,0.98969,0.90242,0.48937,0.28669,0.82274,9.01355e-05,9.01355e-05,9.01355e-05
83,3232.97,0.46726,0.29682,0.83178,0.98423,0.98433,0.98914,0.90427,0.47617,0.28385,0.82153,8.5631e-05,8.5631e-05,8.5631e-05
84,3272.01,0.46557,0.29644,0.83377,0.98724,0.98252,0.98975,0.90297,0.48165,0.28357,0.82149,8.11265e-05,8.11265e-05,8.11265e-05
85,3311.03,0.46655,0.29182,0.83046,0.98756,0.983,0.99038,0.90723,0.47772,0.27914,0.81966,7.6622e-05,7.6622e-05,7.6622e-05
86,3350.27,0.45384,0.28837,0.83116,0.98388,0.98386,0.9904,0.90869,0.47317,0.27759,0.8191,7.21175e-05,7.21175e-05,7.21175e-05
87,3389.57,0.45606,0.28743,0.83078,0.987,0.9817,0.99074,0.90578,0.4775,0.27308,0.81955,6.7613e-05,6.7613e-05,6.7613e-05
88,3428.61,0.45001,0.28384,0.82564,0.98467,0.98357,0.99079,0.90549,0.47569,0.2712,0.81842,6.31085e-05,6.31085e-05,6.31085e-05
89,3467.67,0.44804,0.28201,0.83349,0.98847,0.9809,0.99075,0.90749,0.47264,0.26969,0.81931,5.8604e-05,5.8604e-05,5.8604e-05
90,3506.75,0.44603,0.28096,0.82824,0.98744,0.9831,0.99021,0.90621,0.47327,0.27219,0.81929,5.40995e-05,5.40995e-05,5.40995e-05
91,3546.02,0.4006,0.24295,0.81064,0.98697,0.98504,0.98972,0.90331,0.47933,0.27186,0.82112,4.9595e-05,4.9595e-05,4.9595e-05
92,3584.95,0.398,0.23587,0.80962,0.9886,0.98002,0.99012,0.90458,0.47754,0.27178,0.8206,4.50905e-05,4.50905e-05,4.50905e-05
93,3623.84,0.38957,0.23289,0.8028,0.98583,0.98274,0.98946,0.90527,0.47488,0.27437,0.82117,4.0586e-05,4.0586e-05,4.0586e-05
94,3662.61,0.38966,0.23393,0.80825,0.98624,0.983,0.98962,0.90655,0.47074,0.27167,0.82057,3.60815e-05,3.60815e-05,3.60815e-05
95,3701.49,0.38632,0.23199,0.8049,0.98367,0.98298,0.98958,0.90387,0.47551,0.27271,0.82147,3.1577e-05,3.1577e-05,3.1577e-05
96,3740.23,0.38089,0.23008,0.8062,0.98184,0.98657,0.98962,0.90763,0.47168,0.27021,0.82101,2.70725e-05,2.70725e-05,2.70725e-05
97,3779,0.37766,0.22942,0.80325,0.98577,0.98273,0.98944,0.90639,0.4722,0.26905,0.82138,2.2568e-05,2.2568e-05,2.2568e-05
98,3817.79,0.37907,0.22689,0.80584,0.9886,0.98215,0.98901,0.90656,0.47086,0.26924,0.82082,1.80635e-05,1.80635e-05,1.80635e-05
99,3856.6,0.37403,0.22828,0.80401,0.98826,0.98253,0.98937,0.90816,0.47137,0.26807,0.82102,1.3559e-05,1.3559e-05,1.3559e-05
100,3895.38,0.37387,0.22513,0.80367,0.98739,0.98314,0.98949,0.90862,0.47232,0.26793,0.82097,9.0545e-06,9.0545e-06,9.0545e-06
